meal_id,name,calories,lowsalt,lowcarb,lowfat,lowcholestrol,highprotein,caffeine,highfiber,glucose,shellfish,soy,dairyfree,egg,peanut,treenut,wheat,fish,diabeticfriendly,gluten,glutenfree,seafood,redmeat,whitemeat,vegan,lac_vegan,ovo_vegan,ovo_lac_vegan,pescetarian
8130,"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, roast, tip round, round",156,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8131,"Beef, raw, select, trimmed to 0"" fat, separable lean and fat, roast, tip round, round",145,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8132,"VAN'S, Gluten Free, Crispy Six Whole Grain + Four Seed Baked Crackers, The Perfect 10",471,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
8133,"Infant formula, not reconstituted, liquid concentrate, soy, store brand, PBM PRODUCTS",126,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
8134,"Pork, pan-fried, cooked, separable lean only, boneless, top loin (chops), loin, fresh",172,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8135,"Cereals ready-to-eat, KELLOGG'S SMART START Strong Heart Antioxidants Cereal, KELLOGG",371,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
8136,"Cheese product, fortified with vitamin D, reduced fat, American, pasteurized process",240,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
8137,"Infant formula, 24 calories ready-to-feed Low iron, Premature, ENFAMIL, MEAD JOHNSON",67,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
8138,"Infant formula, 20 calories ready-to-feed Low iron, Premature, ENFAMIL, MEAD JOHNSON",66,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
8139,"Pork, broiled, cooked, separable lean only, bone-in, center rib (chops), loin, fresh",186,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8140,"Pork, braised, cooked, separable lean and fat, bone-in, sirloin (chops), loin, fresh",234,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8141,"Pork, broiled, cooked, separable lean and fat, bone-in, sirloin (chops), loin, fresh",222,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8142,"Pork, roasted, heated, separable lean only, bone-in, rump, ham -- water added, cured",121,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8143,"Pork, unheated, separable lean and fat, bone-in, slice, ham and water product, cured",149,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8144,"Margarine-like vegetable-oil spread, with added vitamin D, 60% fat, stick/tub/bottle",535,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
8145,"Lamb, raw, choice, trimmed to 1/4"" fat, separable lean only, arm, shoulder, domestic",132,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8146,"KEEBLER, Dark Chocolate Fudge Stripes Cookies, FUDGE SHOPPE, 100 Calorie RIGHT BITES",479,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
8147,"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean and fat, tip round, round",189,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8148,"Pork, pan-fried, cooked, separable lean and fat, bone-in, blade (chops), loin, fresh",256,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8149,"Pork, broiled, cooked, bone-in, separable lean only, country-style ribs, loin, fresh",216,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8150,"Beef, fast fried, cooked, separable lean and fat, rump centre, imported, New Zealand",192,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8151,"Chicken, original seasoning, rotisserie, cooked, meat only, back, broilers or fryers",205,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
8152,"Chicken, original seasoning, rotisserie, cooked, meat only, wing, broilers or fryers",197,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
8153,"MCKEE BAKING, Chocolate Covered, Wafers with Peanut Butter, LITTLE DEBBIE NUTTY BARS",548,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0
8154,"Beef, braised, cooked, separable lean only, brisket point end, imported, New Zealand",202,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8155,"Potatoes, oven-heated, frozen, salt not added in processing, all types, french fried",172,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
8156,"Pork, unheated, separable lean and fat, bone-in, shank, ham and water product, cured",243,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8157,"Lamb, braised, cooked, separable lean and fat, boneless, flap, imported, New Zealand",376,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8158,"Beef, braised, cooked, separable lean only, brisket navel end, imported, New Zealand",265,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8159,"KFC, skin and breading removed, meat only, Drumstick, ORIGINAL RECIPE, Fried Chicken",175,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
8160,"Beef, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, composite of trimmed retail cuts",268,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8161,"Beverages, low calorie, with high vitamin C with other added vitamins, powder, fruit-flavored drink",227,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
8162,"Beef, braised, cooked, all grades, trimmed to 1/8"" fat, separable lean and fat, arm pot roast, chuck",302,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8163,"Beef, grilled, cooked, all grades, trimmed to 0"" fat, separable lean only, boneless, ribeye cap steak",246,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8164,"Duck, braised, cooked without skin, bone in, meat only, leg, White Pekin, domesticated, young duckling",178,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8165,"Beef, grilled, cooked, all grades, trimmed to 0"" fat, separable lean and fat, boneless, chuck eye steak",277,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8166,"Beef, grilled, cooked, select, trimmed to 1/8"" fat, separable lean only, lip-on, boneless, rib eye steak",192,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8167,"Beef, broiled, cooked, all grades, trimmed to 1/8"" fat, separable lean and fat, large end (ribs 6-9), rib",338,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8168,"Duck, broiled, cooked without skin, boneless, meat only, breast, White Pekin, domesticated, young duckling",140,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8169,"Fruit cocktail, solids and liquids, water pack, canned, (peach and pineapple and pear and grape and cherry)",32,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
8170,"Lamb, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, composite of trimmed retail cuts, domestic",271,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8171,"Beef, raw, all grades, trimmed to 0"" fat, separable lean only, America's Beef Roast, boneless, chuck eye roast",137,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8172,"Beef, raw, separable lean only, boneless, top sirloin cap-off steak/roast, loin, grass-fed, imported, Australian",122,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8173,"Beef, grilled, cooked, select, trimmed to 0"" fat, separable lean and fat, steak, bottom round, outside round, round",166,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8174,"Beef, grilled, cooked, all grades, trimmed to 1/8"" fat, separable lean and fat, lip-on, boneless, top loin steak, loin",264,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8175,"Beef, grilled, cooked, select, trimmed to 0"" fat, separable lean only, Denver Cut, boneless, under blade center steak, chuck",209,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8176,"Beverages, fortified with vitamins B6 and B12, charged citrus, loaded cherry, grape, Original, NOS energy drink, THE COCA-COLA COMPANY",44,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
8177,"Lamb, roasted, cooked, trimmed to 0"" fat, separable lean and fat, bone-in, denuded, frenched, roast, rack, fresh, imported, Australian",193,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8178,"Beef, grilled, cooked, all grades, trimmed to 0"" fat, separable lean and fat, Denver Cut, boneless, under blade center steak, chuck",227,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8179,"Lamb, grilled, cooked, trimmed to 0"" fat, separable lean and fat, bone-in, denuded, frenched, rib chop, fresh, imported, Australian",276,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8180,"Lamb, roasted, cooked, trimmed to 0"" fat, separable lean only, bone-in, denuded, frenched, roast, rack, fresh, imported, Australian",175,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8181,"Lamb, braised, cooked, trimmed to 1/8"" fat, separable lean and fat, whole (arm and blade), shoulder, frozen, imported, New Zealand",342,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8182,"Beef, grilled, cooked, all grades, trimmed to 0"" fat, separable lean and fat, shoulder top and center steaks, shoulder clod, chuck",182,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8183,"Lamb, braised, cooked, trimmed to 1/8"" fat, separable lean and fat, bone-in, heel on, hindshank, leg, fresh, imported, Australian",204,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
8184,"Lamb, roasted, cooked, trimmed to 1/8"" fat, separable lean and fat, whole (shank and sirloin), leg, frozen, imported, New Zealand",234,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8185,"Beef, raw, Aust. marble score 4/5, separable lean and fat, boneless, small end rib steak/roast, rib, Wagyu, imported, Australian",317,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8186,"Lamb, grilled, cooked, trimmed to 0"" fat, separable lean only, bone-in, denuded, frenched, rib chop, fresh, imported, Australian",236,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8187,"Beef, grilled, cooked, all grades, trimmed to 0"" fat, separable lean only, Denver Cut, boneless, under blade center steak, chuck",220,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8188,"Lamb, roasted, cooked, trimmed to 1/8"" fat, separable lean and fat, whole (shank and sirloin), leg, fresh, imported, Australian",244,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8189,"Lamb, roasted, cooked, trimmed to 1/8"" fat, separable lean and fat, bone-in, frenched, roast, rack, fresh, imported, Australian",291,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8190,"Beef, grilled, cooked, choice, trimmed to 0"" fat, separable lean and fat, Denver Cut, boneless, under blade center steak, chuck",236,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8191,"Beef, grilled, cooked, select, trimmed to 0"" fat, separable lean and fat, Denver Cut, boneless, under blade center steak, chuck",215,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8192,"Lamb, braised, cooked, trimmed to 1/8"" fat, separable lean only, bone-in, heel on, hindshank, leg, fresh, imported, Australian",174,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
8193,"Beef, raw, Aust. marble score 9, separable lean and fat, boneless, small end rib steak/roast, rib, Wagyu, imported, Australian",405,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8194,"Beef, raw, Aust. marble score 4/5, separable lean and fat, boneless, tenderloin steak/roast, loin, Wagyu, imported, Australian",206,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8195,"Beef, grilled, cooked, choice, trimmed to 0"" fat, separable lean and fat, shoulder top and center steaks, shoulder clod, chuck",184,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8196,"Beef, grilled, cooked, select, trimmed to 0"" fat, separable lean and fat, shoulder top and center steaks, shoulder clod, chuck",176,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8197,"Pork, raw, separable lean and fat, (includes cuts to be cured), and spareribs, shoulder, loin, composite of trimmed leg, fresh",211,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8198,"Beef, grilled, cooked, all grades, trimmed to 0"" fat, separable lean and fat, medallion, shoulder tender, shoulder clod, chuck",177,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8199,"Beef, roasted, cooked, all grades, trimmed to 0"" fat, separable lean and fat, America's Beef Roast, boneless, chuck eye roast",236,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8200,"Lamb, broiled, cooked, trimmed to 1/8"" fat, separable lean and fat, boneless, sirloin chops, leg, fresh, imported, Australian",235,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8201,"Beef, raw, Aust. marble score 4/5, separable lean only, boneless, small end rib steak/roast, rib, Wagyu, imported, Australian",234,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8202,"Beef, raw, Aust. marble score 9, separable lean and fat, boneless, tenderloin steak/roast, loin, Wagyu, imported, Australian",248,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8203,"Lamb, roasted, cooked, trimmed to 1/8"" fat, separable lean only, whole (shank and sirloin), leg, fresh, imported, Australian",190,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8204,"Lamb, roasted, cooked, trimmed to 1/8"" fat, separable lean and fat, boneless, sirloin half, leg, fresh, imported, Australian",281,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8205,"Beef, grilled, cooked, choice, trimmed to 0"" fat, separable lean only, Denver Cut, boneless, under blade center steak, chuck",228,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8206,"Lamb, roasted, cooked, trimmed to 1/8"" fat, separable lean only, bone-in, frenched, roast, rack, fresh, imported, Australian",244,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8207,"Beef, raw, Aust. marble score 4/5, separable lean and fat, boneless, top loin steak/roast, loin, Wagyu, imported, Australian",289,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8208,"Lamb, grilled, cooked, trimmed to 1/8"" fat, separable lean and fat, bone-in, frenched, rib chop, fresh, imported, Australian",305,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8209,"Lamb, broiled, cooked, trimmed to 1/8"" fat, separable lean and fat, bone-in, center slice, leg, fresh, imported, Australian",215,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8210,"Infant formula, with ARA and DHA, not reconstituted, liquid concentrate, with iron, LIPIL, LACTOFREE, ENFAMIL, MEAD JOHNSON",132,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
8211,"Beef, raw, Aust. marble score 4/5, separable lean only, boneless, tenderloin steak/roast, loin, Wagyu, imported, Australian",191,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8212,"Beef, raw, Aust. marble score 9, separable lean only, boneless, small end rib steak/roast, rib, Wagyu, imported, Australian",330,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8213,"Infant formula, with ARA and DHA, liquid concentrate not reconstituted, with iron, LIPIL, NUTRAMIGEN, ENFAMIL, MEAD JOHNSON",126,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1
8214,"Lamb, raw, trimmed to 1/8"" fat, separable lean and fat, bone-in, frenched, rib chop/rack roast, fresh, imported, Australian",237,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8215,"Beef, roasted, cooked, all grades, trimmed to 0"" fat, separable lean only, America's Beef Roast, boneless, chuck eye roast",183,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8216,"Beef, grilled, cooked, select, trimmed to 0"" fat, separable lean and fat, medallion, shoulder tender, shoulder clod, chuck",172,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8217,"Luncheon meat, 25% less sodium, includes SPAM, added ascorbic acid, reduced sodium, canned, minced, and chicken, ham, pork",293,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
8218,"Lamb, broiled, cooked, trimmed to 1/8"" fat, separable lean only, boneless, sirloin chops, leg, fresh, imported, Australian",188,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8219,"Beef, grilled, cooked, choice, trimmed to 0"" fat, separable lean and fat, medallion, shoulder tender, shoulder clod, chuck",181,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8220,"Lamb, roasted, cooked, trimmed to 1/8"" fat, separable lean and fat, bone-in, trotter off, leg, fresh, imported, Australian",226,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8221,"Lamb, cooked, trimmed to 1/8"" fat, separable lean and fat, composite of trimmed retail cuts, frozen, imported, New Zealand",270,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8222,"Beef, roasted, cooked, select, trimmed to 0"" fat, separable lean and fat, America's Beef Roast, boneless, chuck eye roast",229,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8223,"Beef, roasted, cooked, choice, trimmed to 0"" fat, separable lean and fat, America's Beef Roast, boneless, chuck eye roast",241,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8224,"Cereals, without salt, cooked with water, quick (1-3 minutes), assorted brands including CREAM OF WHEAT, enriched, farina",55,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
8225,"Lamb, roasted, cooked, trimmed to 1/8"" fat, separable lean only, boneless, sirloin half, leg, fresh, imported, Australian",215,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8226,"Cereals, with salt, cooked with water (includes boiling and microwaving), unenriched, regular and quick and instant, oats",71,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1
8227,"Beef, raw, Aust. marble score 4/5, separable lean only, boneless, top loin steak/roast, loin, Wagyu, imported, Australian",223,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8228,"Beef, raw, Aust. marble score 9, separable lean only, boneless, tenderloin steak/roast, loin, Wagyu, imported, Australian",237,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8229,"Lamb, grilled, cooked, trimmed to 1/8"" fat, separable lean only, bone-in, frenched, rib chop, fresh, imported, Australian",234,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8230,"Lamb, broiled, cooked, trimmed to 1/8"" fat, separable lean only, bone-in, center slice, leg, fresh, imported, Australian",183,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8231,"Lamb, cooked, trimmed to 1/8"" fat, separable lean and fat, composite of trimmed retail cuts, fresh, imported, Australian",256,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8232,"Lamb, raw, trimmed to 1/8"" fat, separable lean only, bone-in, frenched, rib chop/rack roast, fresh, imported, Australian",147,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8233,"Lamb, roasted, cooked, trimmed to 1/8"" fat, separable lean only, bone-in, trotter off, leg, fresh, imported, Australian",215,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8234,"Beverages, without added sodium or vitamin A, aspartame, phosphorus, with added calcium, powder, low calorie, Cocoa mix",359,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
8235,"Beef, grilled, cooked, all grades, trimmed to 0"" fat, separable lean and fat, steak, bottom round, outside round, round",182,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8236,"Beef, raw, Aust. marble score 9, separable lean only, boneless, top loin steak/roast, loin, Wagyu, imported, Australian",331,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8237,"Beef, raw, all grades, trimmed to 0"" fat, separable lean and fat, Denver Cut, boneless, under blade center steak, chuck",182,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8238,"Lamb, cooked, trimmed to 1/8"" fat, separable lean and fat, whole (arm and blade), shoulder, fresh, imported, Australian",296,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8239,"Lamb, raw, trimmed to 1/8"" fat, separable lean and fat, composite of trimmed retail cuts, frozen, imported, New Zealand",232,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8240,"Beef, roasted, cooked, choice, trimmed to 0"" fat, separable lean only, America's Beef Roast, boneless, chuck eye roast",190,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8241,"Beef, roasted, cooked, select, trimmed to 0"" fat, separable lean only, America's Beef Roast, boneless, chuck eye roast",172,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8242,"Margarine-like shortening, principal use flaky pastries, and soy, cottonseed, soy (partially hydrogenated), industrial",628,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
8243,"Beef, broiled, cooked, all grades, trimmed to 0"" fat, separable lean and fat, tri-tip steak, bottom sirloin butt, loin",265,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8244,"Beverages, vitamin A and vitamin D,  added calcium, Ready-to-drink, flavored and sweetened, reduced fat, milk beverage",77,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
8245,"Lamb, raw, trimmed to 1/8"" fat, separable lean and fat, whole (arm and blade), shoulder, frozen, imported, New Zealand",251,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8246,"Fast foods, tomato and sweet onion sauce, sweet onion chicken teriyaki on white bread with lettuce, submarine sandwich",155,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
8247,"Lamb, roasted, cooked, trimmed to 1/8"" fat, separable lean and fat, boneless, bottom, leg, fresh, imported, Australian",219,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8248,"Beef, raw, all grades, trimmed to 0"" fat, separable lean and fat, shoulder top and center steaks, shoulder clod, chuck",141,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8249,"Lamb, braised, cooked, trimmed to 1/4"" fat, separable lean only, cubed for stew or kabob (leg and shoulder), domestic",223,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8250,"Lamb, broiled, cooked, trimmed to 1/4"" fat, separable lean only, cubed for stew or kabob (leg and shoulder), domestic",186,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8251,"Beef, grilled, cooked, all grades, trimmed to 1/8"" fat, separable lean and fat, boneless, top sirloin cap steak, loin",242,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8252,"Lamb, roasted, cooked, choice, trimmed to 1/4"" fat, separable lean and fat, whole (arm and blade), shoulder, domestic",276,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8253,"Lamb, broiled, cooked, choice, trimmed to 1/4"" fat, separable lean and fat, whole (arm and blade), shoulder, domestic",278,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
