,name,serving_size,calories,total_fat,saturated_fat,cholesterol,sodium,choline,folate,folic_acid,niacin,pantothenic_acid,riboflavin,thiamin,vitamin_a,vitamin_a_rae,carotene_alpha,carotene_beta,cryptoxanthin_beta,lutein_zeaxanthin,lucopene,vitamin_b12,vitamin_b6,vitamin_c,vitamin_d,vitamin_e,tocopherol_alpha,vitamin_k,calcium,copper,irom,magnesium,manganese,phosphorous,potassium,selenium,zink,protein,alanine,arginine,aspartic_acid,cystine,glutamic_acid,glycine,histidine,hydroxyproline,isoleucine,leucine,lysine,methionine,phenylalanine,proline,serine,threonine,tryptophan,tyrosine,valine,carbohydrate,fiber,sugars,fructose,galactose,glucose,lactose,maltose,sucrose,fat,saturated_fatty_acids,monounsaturated_fatty_acids,polyunsaturated_fatty_acids,fatty_acids_total_trans,alcohol,ash,caffeine,theobromine,water
576,"Syrups, malt",100 g,318,0g,,0,35.00 mg,0,12.00 mcg,0.00 mcg,8.120 mg,0.171 mg,0.393 mg,0.011 mg,0.00 IU,0.00 mcg,0,0,0,0,0,0.00 mcg,0.500 mg,0.0 mg,0,0,0,0,61.00 mg,0.200 mg,0.96 mg,72.00 mg,0.100 mg,236.00 mg,320.00 mg,12.3 mcg,0.14 mg,6.20 g,0.271 g,0.283 g,0.558 g,0.065 g,1.006 g,0.252 g,0.132 g,0,0.210 g,0.378 g,0.267 g,0.110 g,0.260 g,0.459 g,0.232 g,0.208 g,0.075 g,0.169 g,0.304 g,71.30 g,0.0 g,71.30 g,0,0,0,0,0,0,0.00 g,0.000 g,0.000 g,0.000 g,0.00 mg,0.0 g,1.30 g,0,0,21.10 g
577,"Oil, teaseed",100 g,884,100g,21g,0,0.00 mg,0,0.00 mcg,0.00 mcg,0.000 mg,0.000 mg,0.000 mg,0.000 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.000 mg,0.0 mg,0,0.00 mg,0.00 mg,0,0.00 mg,0,0.00 mg,0.00 mg,0,0.00 mg,0.00 mg,0.0 mcg,0.00 mg,0.00 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.00 g,0.0 g,0.00 g,0,0,0,0,0,0,100.00 g,21.100 g,51.500 g,23.000 g,0.00 mg,0.0 g,0.00 g,0.00 mg,0.00 mg,0.00 g
578,"Oil, sheanut",100 g,884,100g,47g,0,0.00 mg,0,0.00 mcg,0.00 mcg,0.000 mg,0.000 mg,0.000 mg,0.000 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.000 mg,0.0 mg,0,0.00 mg,0.00 mg,0,0.00 mg,0,0.00 mg,0.00 mg,0,0.00 mg,0.00 mg,0.0 mcg,0.00 mg,0.00 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.00 g,0.0 g,0.00 g,0,0,0,0,0,0,100.00 g,46.600 g,44.000 g,5.200 g,0.00 mg,0.0 g,0.00 g,0.00 mg,0.00 mg,0.00 g
579,"Oil, babassu",100 g,884,100g,81g,0,0.00 mg,0,0.00 mcg,0.00 mcg,0.000 mg,0.000 mg,0.000 mg,0.000 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.000 mg,0.0 mg,0,19.10 mg,19.10 mg,0,0.00 mg,0,0.00 mg,0.00 mg,0,0.00 mg,0.00 mg,0.0 mcg,0.00 mg,0.00 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.00 g,0.0 g,0.00 g,0,0,0,0,0,0,100.00 g,81.200 g,11.400 g,1.600 g,0.00 mg,0.0 g,0.00 g,0.00 mg,0.00 mg,0.00 g
580,"Longans, raw",100 g,60,0.1g,,0,0.00 mg,0,0,0,0.300 mg,0,0.140 mg,0.031 mg,0,0,0,0,0,0,0,0.00 mcg,0,84.0 mg,0,0,0,0,1.00 mg,0.169 mg,0.13 mg,10.00 mg,0.052 mg,21.00 mg,266.00 mg,0,0.05 mg,1.31 g,0.157 g,0.035 g,0.126 g,0,0.209 g,0.042 g,0.012 g,0,0.026 g,0.054 g,0.046 g,0.013 g,0.030 g,0.042 g,0.048 g,0.034 g,0,0.025 g,0.058 g,15.14 g,1.1 g,0,0,0,0,0,0,0,0.10 g,0,0,0,0.00 mg,0,0.70 g,0,0,82.75 g
581,"Loquats, raw",100 g,47,0.2g,,0,1.00 mg,0,14.00 mcg,0.00 mcg,0.180 mg,0,0.024 mg,0.019 mg,1528.00 IU,76.00 mcg,0,0,0,0,0,0.00 mcg,0.100 mg,1.0 mg,0,0,0,0,16.00 mg,0.040 mg,0.28 mg,13.00 mg,0.148 mg,27.00 mg,266.00 mg,0.6 mcg,0.05 mg,0.43 g,0.024 g,0.014 g,0.058 g,0.006 g,0.061 g,0.020 g,0.007 g,0,0.015 g,0.026 g,0.023 g,0.004 g,0.014 g,0.027 g,0.020 g,0.015 g,0.005 g,0.013 g,0.021 g,12.14 g,1.7 g,0,0,0,0,0,0,0,0.20 g,0.040 g,0.008 g,0.091 g,0.00 mg,0.0 g,0.50 g,0,0,86.73 g
582,"Epazote, raw",100 g,32,0.5g,,0,43.00 mg,0,215.00 mcg,0.00 mcg,0.639 mg,0.179 mg,0.348 mg,0.028 mg,57.00 IU,3.00 mcg,0,38.00 mcg,0,0,0,0.00 mcg,0.152 mg,3.6 mg,0.00 IU,0,0,0,275.00 mg,0.190 mg,1.88 mg,121.00 mg,3.098 mg,86.00 mg,633.00 mg,0.9 mcg,1.10 mg,0.33 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.44 g,3.8 g,0,0,0,0,0,0,0,0.52 g,0,0,0,0.00 mg,0.0 g,2.50 g,0,0,89.21 g
583,"Pumpkin, raw",100 g,26,0.1g,0.1g,0,1.00 mg,8.2 mg,16.00 mcg,0.00 mcg,0.600 mg,0.298 mg,0.110 mg,0.050 mg,8513.00 IU,426.00 mcg,4016.00 mcg,3100.00 mcg,0.00 mcg,1500.00 mcg,0,0.00 mcg,0.061 mg,9.0 mg,0.00 IU,1.06 mg,1.06 mg,1.1 mcg,21.00 mg,0.127 mg,0.80 mg,12.00 mg,0.125 mg,44.00 mg,340.00 mg,0.3 mcg,0.32 mg,1.00 g,0.028 g,0.054 g,0.102 g,0.003 g,0.184 g,0.027 g,0.016 g,0,0.031 g,0.046 g,0.054 g,0.011 g,0.032 g,0.026 g,0.044 g,0.029 g,0.012 g,0.042 g,0.035 g,6.50 g,0.5 g,2.76 g,0,0,0,0,0,0,0.10 g,0.052 g,0.013 g,0.005 g,0.00 mg,0.0 g,0.80 g,0.00 mg,0.00 mg,91.60 g
584,"Carrots, raw",100 g,41,0.2g,,0,69.00 mg,8.8 mg,19.00 mcg,0.00 mcg,0.983 mg,0.273 mg,0.058 mg,0.066 mg,16706.00 IU,835.00 mcg,3477.00 mcg,8285.00 mcg,0.00 mcg,256.00 mcg,0,0.00 mcg,0.138 mg,5.9 mg,0.00 IU,0.66 mg,0.66 mg,13.2 mcg,33.00 mg,0.045 mg,0.30 mg,12.00 mg,0.143 mg,35.00 mg,320.00 mg,0.1 mcg,0.24 mg,0.93 g,0.113 g,0.091 g,0.190 g,0.083 g,0.366 g,0.047 g,0.040 g,0,0.077 g,0.102 g,0.101 g,0.020 g,0.061 g,0.054 g,0.054 g,0.191 g,0.012 g,0.043 g,0.069 g,9.58 g,2.8 g,4.74 g,0.55 g,0.00 g,0.59 g,0.00 g,0.00 g,3.59 g,0.24 g,0.037 g,0.014 g,0.117 g,0.00 mg,0.0 g,0.97 g,0.00 mg,0.00 mg,88.29 g
585,"Fish, surimi",100 g,99,0.9g,0.2g,30mg,143.00 mg,0,2.00 mcg,0.00 mcg,0.220 mg,0.070 mg,0.021 mg,0.020 mg,67.00 IU,20.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,1.60 mcg,0.030 mg,0.0 mg,0,0.63 mg,0.63 mg,0.1 mcg,9.00 mg,0.032 mg,0.26 mg,43.00 mg,0.011 mg,282.00 mg,112.00 mg,28.1 mcg,0.33 mg,15.18 g,0.891 g,1.008 g,1.518 g,0.163 g,2.397 g,0.588 g,0.350 g,0,0.709 g,1.202 g,1.387 g,0.515 g,0.595 g,0.566 g,0.663 g,0.734 g,0.092 g,0.612 g,0.770 g,6.85 g,0.0 g,0.00 g,0,0,0,0,0,0,0.90 g,0.191 g,0.149 g,0.443 g,30.00 mg,0.0 g,0.72 g,0.00 mg,0.00 mg,76.34 g
586,"Cabbage, raw",100 g,25,0.1g,,0,18.00 mg,10.7 mg,43.00 mcg,0.00 mcg,0.234 mg,0.212 mg,0.040 mg,0.061 mg,98.00 IU,5.00 mcg,33.00 mcg,42.00 mcg,0.00 mcg,30.00 mcg,0,0.00 mcg,0.124 mg,36.6 mg,0.00 IU,0.15 mg,0.15 mg,76.0 mcg,40.00 mg,0.019 mg,0.47 mg,12.00 mg,0.160 mg,26.00 mg,170.00 mg,0.3 mcg,0.18 mg,1.28 g,0.042 g,0.075 g,0.122 g,0.011 g,0.294 g,0.030 g,0.022 g,0,0.030 g,0.041 g,0.044 g,0.012 g,0.032 g,0.048 g,0.053 g,0.035 g,0.011 g,0.019 g,0.042 g,5.80 g,2.5 g,3.20 g,1.45 g,0.00 g,1.67 g,0.00 g,0.01 g,0.08 g,0.10 g,0.034 g,0.017 g,0.017 g,0.00 mg,0.0 g,0.64 g,0.00 mg,0.00 mg,92.18 g
587,"Cardoon, raw",100 g,17,0.1g,,0,170.00 mg,0,68.00 mcg,0.00 mcg,0.300 mg,0.338 mg,0.030 mg,0.020 mg,0.00 IU,0.00 mcg,0,0,0,0,0,0.00 mcg,0.116 mg,2.0 mg,0.00 IU,0,0,0,70.00 mg,0.231 mg,0.70 mg,42.00 mg,0.256 mg,23.00 mg,400.00 mg,0.2 mcg,0.17 mg,0.70 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.07 g,1.6 g,0,0,0,0,0,0,0,0.10 g,0.011 g,0.018 g,0.041 g,0.00 mg,0,1.13 g,0,0,94.00 g
588,"Abiyuch, raw",100 g,69,0.1g,,0,20.00 mg,0,0,0,0,0,0,0,100.00 IU,5.00 mcg,0.00 mcg,60.00 mcg,0,0,0,0,0,54.1 mg,0,0,0,0,8.00 mg,0.057 mg,1.61 mg,24.00 mg,0.182 mg,47.00 mg,304.00 mg,0,0.31 mg,1.50 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.60 g,5.3 g,8.55 g,3.80 g,0.00 g,4.50 g,0.00 g,0.20 g,0.05 g,0.10 g,0.014 g,0,0,0,0,0.90 g,0,0,79.90 g
589,"Bread, wheat",100 g,267,3.2g,0.8g,0,508.00 mg,18.7 mg,85.00 mcg,20.00 mcg,5.620 mg,0,0.253 mg,0.415 mg,2.00 IU,0.00 mcg,0.00 mcg,1.00 mcg,0.00 mcg,44.00 mcg,0,0.00 mcg,0.111 mg,0.2 mg,0.00 IU,0.19 mg,0.19 mg,4.9 mcg,133.00 mg,0.159 mg,3.49 mg,45.00 mg,1.177 mg,149.00 mg,177.00 mg,28.8 mcg,1.19 mg,10.72 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.68 g,4.0 g,5.91 g,2.45 g,0.00 g,1.78 g,0.00 g,1.68 g,0.00 g,3.24 g,0.777 g,0.607 g,1.499 g,0.00 mg,0.0 g,2.16 g,0.00 mg,0.00 mg,35.20 g
590,"Cheese, edam",100 g,357,28g,18g,89mg,812.00 mg,15.4 mg,16.00 mcg,0.00 mcg,0.082 mg,0.281 mg,0.389 mg,0.037 mg,825.00 IU,243.00 mcg,0.00 mcg,11.00 mcg,0.00 mcg,0.00 mcg,0,1.54 mcg,0.076 mg,0.0 mg,20.00 IU,0.24 mg,0.24 mg,2.3 mcg,731.00 mg,0.036 mg,0.44 mg,30.00 mg,0.011 mg,536.00 mg,188.00 mg,14.5 mcg,3.75 mg,24.99 g,0.764 g,0.964 g,1.747 g,0.255 g,6.150 g,0.486 g,1.034 g,0,1.308 g,2.570 g,2.660 g,0.721 g,1.434 g,3.251 g,1.547 g,0.932 g,0.352 g,1.457 g,1.810 g,1.43 g,0.0 g,1.43 g,0,0,0,0,0,0,27.80 g,17.572 g,8.125 g,0.665 g,89.00 mg,0.0 g,4.22 g,0.00 mg,0.00 mg,41.56 g
591,"Cheese, feta",100 g,264,21g,15g,89mg,917.00 mg,15.4 mg,32.00 mcg,0.00 mcg,0.991 mg,0.967 mg,0.844 mg,0.154 mg,422.00 IU,125.00 mcg,0.00 mcg,3.00 mcg,0.00 mcg,0.00 mcg,0,1.69 mcg,0.424 mg,0.0 mg,16.00 IU,0.18 mg,0.18 mg,1.8 mcg,493.00 mg,0.032 mg,0.65 mg,19.00 mg,0.028 mg,337.00 mg,62.00 mg,15.0 mcg,2.88 mg,14.21 g,0.639 g,0.470 g,0.779 g,0.083 g,2.421 g,0.097 g,0.397 g,0,0.803 g,1.395 g,1.219 g,0.368 g,0.675 g,1.378 g,1.169 g,0.637 g,0.200 g,0.668 g,1.065 g,4.09 g,0.0 g,4.09 g,0,0,0,0,0,0,21.28 g,14.946 g,4.623 g,0.591 g,89.00 mg,0.0 g,5.20 g,0.00 mg,0.00 mg,55.22 g
592,"Pummelo, raw",100 g,38,0g,,0,1.00 mg,0,0,0,0.220 mg,0,0.027 mg,0.034 mg,8.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,10.00 mcg,0,0,0.00 mcg,0.036 mg,61.0 mg,0,0,0,0,4.00 mg,0.048 mg,0.11 mg,6.00 mg,0.017 mg,17.00 mg,216.00 mg,0,0.08 mg,0.76 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.62 g,1.0 g,0,0,0,0,0,0,0,0.04 g,0,0,0,0.00 mg,0,0.48 g,0,0,89.10 g
593,"Quinces, raw",100 g,57,0.1g,,0,4.00 mg,0,3.00 mcg,0.00 mcg,0.200 mg,0.081 mg,0.030 mg,0.020 mg,40.00 IU,2.00 mcg,0,0,0,0,0,0.00 mcg,0.040 mg,15.0 mg,0,0,0,0,11.00 mg,0.130 mg,0.70 mg,8.00 mg,0,17.00 mg,197.00 mg,0.6 mcg,0.04 mg,0.40 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.30 g,1.9 g,0,0,0,0,0,0,0,0.10 g,0.010 g,0.036 g,0.050 g,0.00 mg,0.0 g,0.40 g,0,0,83.80 g
594,Cracker meal,100 g,383,1.7g,0.3g,0,16.00 mg,19.6 mg,136.00 mcg,114.00 mcg,5.707 mg,0.467 mg,0.468 mg,0.696 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,76.00 mcg,0,0.00 mcg,0.039 mg,0.0 mg,0.00 IU,0.43 mg,0.43 mg,0.3 mcg,23.00 mg,0.225 mg,4.64 mg,24.00 mg,0.944 mg,104.00 mg,115.00 mg,42.3 mcg,0.69 mg,9.30 g,0.282 g,0.321 g,0.373 g,0.208 g,3.241 g,0.316 g,0.196 g,0,0.342 g,0.639 g,0.179 g,0.162 g,0.456 g,1.087 g,0.448 g,0.247 g,0.107 g,0.253 g,0.388 g,80.90 g,2.6 g,0.33 g,0,0,0,0,0,0,1.70 g,0.271 g,0.152 g,0.722 g,0.00 mg,0.0 g,0.60 g,0.00 mg,0.00 mg,7.60 g
595,"Roselle, raw",100 g,49,0.6g,,0,6.00 mg,0,0,0,0.310 mg,0,0.028 mg,0.011 mg,287.00 IU,14.00 mcg,0,0,0,0,0,0.00 mcg,0,12.0 mg,0,0,0,0,215.00 mg,0,1.48 mg,51.00 mg,0,37.00 mg,208.00 mg,0,0,0.96 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.31 g,0,0,0,0,0,0,0,0,0.64 g,0,0,0,0.00 mg,0,0.51 g,0,0,86.58 g
596,"Soursop, raw",100 g,66,0.3g,0.1g,0,14.00 mg,7.6 mg,14.00 mcg,0.00 mcg,0.900 mg,0.253 mg,0.050 mg,0.070 mg,2.00 IU,0.00 mcg,0.00 mcg,1.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.059 mg,20.6 mg,0.00 IU,0.08 mg,0.08 mg,0.4 mcg,14.00 mg,0.086 mg,0.60 mg,21.00 mg,0,27.00 mg,278.00 mg,0.6 mcg,0.10 mg,1.00 g,0,0,0,0,0,0,0,0,0,0,0.060 g,0.007 g,0,0,0,0,0.011 g,0,0,16.84 g,3.3 g,13.54 g,0,0,0,0,0,0,0.30 g,0.051 g,0.090 g,0.069 g,0.00 mg,0.0 g,0.70 g,0.00 mg,0.00 mg,81.16 g
597,"Oil, coconut",100 g,892,99g,82g,0,0.00 mg,0.3 mg,0.00 mcg,0.00 mcg,0.000 mg,0.000 mg,0.000 mg,0.000 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.000 mg,0.0 mg,0.00 IU,0.11 mg,0.11 mg,0.6 mcg,1.00 mg,0.000 mg,0.05 mg,0.00 mg,0.000 mg,0.00 mg,0.00 mg,0.0 mcg,0.02 mg,0.00 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.00 g,0.0 g,0.00 g,0,0,0,0,0,0,99.06 g,82.475 g,6.332 g,1.702 g,0.00 mg,0.0 g,0.03 g,0.00 mg,0.00 mg,0.03 g
598,"Wheat, durum",100 g,339,2.5g,0.5g,0,2.00 mg,0,43.00 mcg,0.00 mcg,6.738 mg,0.935 mg,0.121 mg,0.419 mg,0.00 IU,0.00 mcg,0,0,0,0,0,0.00 mcg,0.419 mg,0.0 mg,0.00 IU,0,0,0,34.00 mg,0.553 mg,3.52 mg,144.00 mg,3.012 mg,508.00 mg,431.00 mg,89.4 mcg,4.16 mg,13.68 g,0.427 g,0.483 g,0.617 g,0.286 g,4.743 g,0.495 g,0.322 g,0,0.533 g,0.934 g,0.303 g,0.221 g,0.681 g,1.459 g,0.667 g,0.366 g,0.176 g,0.357 g,0.594 g,71.13 g,0,0,0,0,0,0,0,0,2.47 g,0.454 g,0.344 g,0.978 g,0.00 mg,0,1.78 g,0,0,10.94 g
599,"KFC, biscuit",100 g,358,17g,12g,1mg,1070.00 mg,0,81.00 mcg,0,3.897 mg,0.400 mg,0.313 mg,0.433 mg,0.00 IU,0.00 mcg,0,0,0,0,0,0,0.063 mg,0,0,0.26 mg,0.26 mg,0,55.00 mg,0.087 mg,2.86 mg,16.00 mg,0.422 mg,538.00 mg,115.00 mg,15.2 mcg,0.50 mg,7.50 g,0.256 g,0.287 g,0.400 g,0.144 g,2.533 g,0.256 g,0.174 g,0,0.308 g,0.595 g,0.256 g,0.113 g,0.400 g,0.892 g,0.379 g,0.256 g,0.103 g,0.215 g,0.359 g,43.55 g,2.0 g,4.04 g,0.00 g,0.00 g,0.00 g,1.67 g,0.50 g,1.87 g,17.05 g,11.916 g,1.243 g,1.352 g,1.00 mg,0,3.50 g,0,0,28.40 g
600,Millet flour,100 g,382,4.3g,0.5g,0,4.00 mg,0,42.00 mcg,0.00 mcg,6.020 mg,1.267 mg,0.073 mg,0.413 mg,0,0,0,0,0,0,0,0,0.372 mg,0.0 mg,0,0.11 mg,0.11 mg,0.8 mcg,14.00 mg,0.535 mg,3.94 mg,119.00 mg,1.002 mg,285.00 mg,224.00 mg,32.7 mcg,2.63 mg,10.75 g,1.282 g,0.370 g,0.710 g,0.178 g,2.599 g,0.271 g,0.257 g,0,0.473 g,1.537 g,0.144 g,0.319 g,0.675 g,0.911 g,0.782 g,0.354 g,0.170 g,0.326 g,0.584 g,75.12 g,3.5 g,1.66 g,0.00 g,0.00 g,1.26 g,0.00 g,0.11 g,0.30 g,4.25 g,0.536 g,0.924 g,2.618 g,0,0,1.21 g,0,0,8.67 g
601,"Arugula, raw",100 g,25,0.7g,0.1g,0,27.00 mg,15.3 mg,97.00 mcg,0.00 mcg,0.305 mg,0.437 mg,0.086 mg,0.044 mg,2373.00 IU,119.00 mcg,0.00 mcg,1424.00 mcg,0.00 mcg,3555.00 mcg,0,0.00 mcg,0.073 mg,15.0 mg,0.00 IU,0.43 mg,0.43 mg,108.6 mcg,160.00 mg,0.076 mg,1.46 mg,47.00 mg,0.321 mg,52.00 mg,369.00 mg,0.3 mcg,0.47 mg,2.58 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.65 g,1.6 g,2.05 g,0,0,0,0,0,0,0.66 g,0.086 g,0.049 g,0.319 g,0.00 mg,0.0 g,1.40 g,0.00 mg,0.00 mg,91.71 g
602,Potato flour,100 g,357,0.3g,0.1g,0,55.00 mg,39.5 mg,25.00 mcg,0.00 mcg,3.507 mg,0.474 mg,0.051 mg,0.228 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.769 mg,3.8 mg,0.00 IU,0.25 mg,0.25 mg,0.0 mcg,65.00 mg,0.197 mg,1.38 mg,65.00 mg,0.313 mg,168.00 mg,1001.00 mg,1.1 mcg,0.54 mg,6.90 g,0.328 g,0.374 g,1.173 g,0.070 g,0.932 g,0.256 g,0.166 g,0,0.299 g,0.425 g,0.413 g,0.107 g,0.316 g,0.265 g,0.234 g,0.280 g,0.115 g,0.224 g,0.356 g,83.10 g,5.9 g,3.52 g,0,0,0,0,0,0,0.34 g,0.090 g,0.008 g,0.150 g,0.00 mg,0.0 g,3.14 g,0.00 mg,0.00 mg,6.52 g
603,"Litchis, raw",100 g,66,0.4g,0.1g,0,1.00 mg,7.1 mg,14.00 mcg,0.00 mcg,0.603 mg,0,0.065 mg,0.011 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.100 mg,71.5 mg,0.00 IU,0.07 mg,0.07 mg,0.4 mcg,5.00 mg,0.148 mg,0.31 mg,10.00 mg,0.055 mg,31.00 mg,171.00 mg,0.6 mcg,0.07 mg,0.83 g,0,0,0,0,0,0,0,0,0,0,0.041 g,0.009 g,0,0,0,0,0.007 g,0,0,16.53 g,1.3 g,15.23 g,0,0,0,0,0,0,0.44 g,0.099 g,0.120 g,0.132 g,0.00 mg,0.0 g,0.44 g,0.00 mg,0.00 mg,81.76 g
604,"Teff, cooked",100 g,101,0.7g,,0,8.00 mg,0,18.00 mcg,0.00 mcg,0.909 mg,0,0.033 mg,0.183 mg,2.00 IU,0.00 mcg,0,0,0,0,0,0.00 mcg,0.097 mg,0,0,0,0,0,49.00 mg,0.226 mg,2.05 mg,50.00 mg,2.860 mg,120.00 mg,107.00 mg,0,1.11 mg,3.87 g,0.218 g,0.151 g,0.239 g,0.069 g,0.975 g,0.139 g,0.088 g,0,0.146 g,0.311 g,0.109 g,0.125 g,0.203 g,0.193 g,0.181 g,0.149 g,0.041 g,0.133 g,0.200 g,19.86 g,2.8 g,0,0,0,0,0,0,0,0.65 g,0,0,0,0.00 mg,0,0.69 g,0,0,74.93 g
605,"Spinach, raw",100 g,23,0.4g,0.1g,0,79.00 mg,19.3 mg,194.00 mcg,0.00 mcg,0.724 mg,0.065 mg,0.189 mg,0.078 mg,9377.00 IU,469.00 mcg,0.00 mcg,5626.00 mcg,0.00 mcg,12198.00 mcg,0,0.00 mcg,0.195 mg,28.1 mg,0.00 IU,2.03 mg,2.03 mg,482.9 mcg,99.00 mg,0.130 mg,2.71 mg,79.00 mg,0.897 mg,49.00 mg,558.00 mg,1.0 mcg,0.53 mg,2.86 g,0.142 g,0.162 g,0.240 g,0.035 g,0.343 g,0.134 g,0.064 g,0,0.147 g,0.223 g,0.174 g,0.053 g,0.129 g,0.112 g,0.104 g,0.122 g,0.039 g,0.108 g,0.161 g,3.63 g,2.2 g,0.42 g,0.15 g,0.10 g,0.11 g,0.00 g,0.00 g,0.07 g,0.39 g,0.063 g,0.010 g,0.165 g,0.00 mg,0.0 g,1.72 g,0.00 mg,0.00 mg,91.40 g
606,"Oil, mustard",100 g,884,100g,12g,0,0.00 mg,0,0.00 mcg,0.00 mcg,0.000 mg,0.000 mg,0.000 mg,0.000 mg,0.00 IU,0.00 mcg,0,0,0,0,0,0.00 mcg,0.000 mg,0.0 mg,0,0,0,0,0.00 mg,0.000 mg,0.00 mg,0.00 mg,0.000 mg,0.00 mg,0.00 mg,0.0 mcg,0.00 mg,0.00 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00 g,0.0 g,0,0,0,0,0,0,0,100.00 g,11.582 g,59.187 g,21.230 g,0,0,0.00 g,0,0,0.00 g
607,"Oil, avocado",100 g,884,100g,12g,0,0.00 mg,0,0.00 mcg,0.00 mcg,0.000 mg,0.000 mg,0.000 mg,0.000 mg,0.00 IU,0.00 mcg,0,0,0,0,0,0.00 mcg,0.000 mg,0.0 mg,0,0,0,0,0.00 mg,0.000 mg,0.00 mg,0.00 mg,0.000 mg,0.00 mg,0.00 mg,0.0 mcg,0.00 mg,0.00 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00 g,0.0 g,0,0,0,0,0,0,0,100.00 g,11.560 g,70.554 g,13.486 g,0,0,0.00 g,0,0,0.00 g
608,Phyllo dough,100 g,299,6g,1.5g,0,483.00 mg,6.9 mg,88.00 mcg,70.00 mcg,4.073 mg,0.302 mg,0.341 mg,0.541 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,11.00 mcg,0,0.00 mcg,0.030 mg,0.0 mg,0.00 IU,0.08 mg,0.08 mg,2.5 mcg,11.00 mg,0.101 mg,3.21 mg,15.00 mg,0.476 mg,75.00 mg,74.00 mg,23.3 mcg,0.49 mg,7.10 g,0.229 g,0.288 g,0.300 g,0.151 g,2.400 g,0.256 g,0.159 g,0,0.246 g,0.490 g,0.158 g,0.126 g,0.359 g,0.826 g,0.356 g,0.194 g,0.088 g,0.215 g,0.286 g,52.60 g,1.9 g,0.18 g,0,0,0,0,0,0,6.00 g,1.470 g,3.149 g,0.923 g,0.00 mg,0.0 g,1.60 g,0.00 mg,0.00 mg,32.60 g
